time,phase,thrust_cmd,lox_pos_cmd,ipa_pos_cmd,lox_pos,lox_vel,lox_voltage,lox_current,ipa_pos,ipa_vel,ipa_voltage,ipa_current,chamber_pressure,lox_valve_upstream_pressure,lox_valve_downstream_pressure,lox_venturi_differential_pressure,lox_venturi_temperature,lox_valve_temperature,ipa_valve_upstream_pressure,ipa_valve_downstream_pressure,ipa_venturi_differential_pressure,chamber_pressure_controller_p_component,chamber_pressure_controller_i_component,lox_angle_controller_p_component,lox_angle_controller_i_component,ipa_angle_controller_p_component,ipa_angle_controller_i_component,lox_mdot,ipa_mdot,ol_lox_mdot,ol_ipa_mdot,ol_lox_angle,ol_ipa_angle,lox_valve_downstream_pressure_calc,ipa_valve_downstream_pressure_calc
1.42,0,560,0.14444,0.14167,0.14446,0,12.61,1.5104,0.14178,0,12.678,-0.094372,16.588,92.239,41.238,13.572,145.95,145.95,508.15,146.99,26.149,0,0,0,0,0,0,1.293,1.7,0,0,0,0,0,0
1.425,0,560,0.14444,0.14167,0.14446,0,12.61,1.5104,0.14178,0,12.678,-0.094372,16.403,111.53,46.292,22.79,145.95,145.95,518.13,148.15,27.919,0,0,0,0,0,0,1.6755,1.7566,0,0,0,0,0,0
1.43,0,560,0.14444,0.14167,0.14446,0,12.605,1.4704,0.14178,0,12.678,-0.078344,16.236,128.59,53.552,14.705,145.95,145.95,510.04,139.84,29.009,0,0,0,0,0,0,1.3459,1.7905,0,0,0,0,0,0
1.435,0,560,0.14444,0.14167,0.14446,0,12.605,1.4704,0.14178,0,12.678,-0.078344,16.355,144.61,61.239,10.858,145.95,145.95,516.59,150.62,30.56,0,0,0,0,0,0,1.1565,1.8378,0,0,0,0,0,0
1.44,0,560,0.14444,0.14167,0.14446,0,12.607,1.509,0.14178,0,12.674,0.01942,16.59,158.82,69.116,15.976,145.95,145.95,509.54,152.05,25.611,0,0,0,0,0,0,1.4028,1.6824,0,0,0,0,0,0
1.445,0,560,0.14444,0.14167,0.14446,0,12.607,1.509,0.14178,0,12.674,0.01942,16.535,172.77,77.529,12.918,145.95,145.95,508.35,169.47,25.605,0,0,0,0,0,0,1.2614,1.6822,0,0,0,0,0,0
1.45,0,560,0.14444,0.14167,0.14446,0,12.619,1.5181,0.14178,0,12.674,0.12643,16.754,181.43,87.537,25.409,145.95,145.95,513.96,134.42,28.484,0,0,0,0,0,0,1.7692,1.7743,0,0,0,0,0,0
1.455,0,560,0.14444,0.14167,0.14446,0,12.619,1.5181,0.14178,0,12.69,0.12643,17.215,195.24,97.385,24.471,145.95,145.95,512.5,154.87,26.592,0,0,0,0,0,0,1.7362,1.7143,0,0,0,0,0,0
1.46,0,560,0.14444,0.14167,0.14446,0,12.603,1.4974,0.14178,0,12.676,-0.025333,17.111,202.88,105.81,22.991,145.95,145.95,506.05,144.9,26.978,0,0,0,0,0,0,1.6829,1.7267,0,0,0,0,0,0
1.465,0,560,0.14444,0.14167,0.14446,0,12.603,1.4974,0.14178,0,12.676,-0.025333,17.28,209.57,114.98,23.991,145.95,145.95,510.41,147.75,16.497,0,0,0,0,0,0,1.7191,1.3503,0,0,0,0,0,0
1.47,0,560,0.14444,0.14167,0.14446,0,12.605,1.4951,0.14178,0,12.715,0.1062,17.784,220.85,122.75,27.96,145.95,145.95,521.86,147.37,24.383,0,0,0,0,0,0,1.8558,1.6416,0,0,0,0,0,0
1.475,0,560,0.14444,0.14167,0.14446,0,12.605,1.4951,0.14178,0,12.715,0.1062,18.072,230.48,130.99,19.065,145.95,145.95,511.3,155.7,35.937,0,0,0,0,0,0,1.5325,1.9929,0,0,0,0,0,0
1.48,0,560,0.14444,0.14167,0.14446,0,12.605,1.5532,0.14178,0,12.715,0.011376,18.185,240.55,137.27,14.307,145.95,145.95,502.6,152.84,29.961,0,0,0,0,0,0,1.3275,1.8197,0,0,0,0,0,0
1.485,0,560,0.14444,0.14167,0.14446,0,12.605,1.5532,0.14178,0,12.683,0.011376,18.464,242.66,143.95,10.14,136.85,136.85,501.89,161.61,27.013,0,0,0,0,0,0,1.1932,1.7278,0,0,0,0,0,0
1.49,0,560,0.14444,0.14167,0.14446,0,12.614,1.5709,0.14178,0,12.674,0.078605,18.752,245.95,151.17,8.0732,136.85,136.85,508.06,153.93,27.887,0,0,0,0,0,0,1.0647,1.7556,0,0,0,0,0,0
1.495,0,560,0.14444,0.14167,0.14446,0,12.614,1.5709,0.14178,0,12.674,0.078605,18.953,246.65,155.34,6.4547,136.85,136.85,516.58,158.06,32.825,0,0,0,0,0,0,0.95198,1.9047,0,0,0,0,0,0
1.5,0,560,0.14444,0.14167,0.14446,0,12.603,1.3025,0.14178,0,12.671,0.068176,18.857,250.74,158.64,7.9847,136.85,136.85,513.91,150.11,28.242,0,0,0,0,0,0,1.0588,1.7667,0,0,0,0,0,0
1.505,0,560,0.14444,0.14167,0.14446,0,12.603,1.3025,0.14178,0,12.671,0.068176,18.812,255.27,164.44,8.7273,136.85,136.85,511.69,155.48,25.951,0,0,0,0,0,0,1.107,1.6936,0,0,0,0,0,0
1.51,0,560,0.14444,0.14167,0.14446,0,12.61,1.3699,0.14178,0,12.671,0.0027679,19.117,265.12,169.71,15.958,136.85,136.85,513.64,164.18,28.874,0,0,0,0,0,0,1.4968,1.7864,0,0,0,0,0,0
1.515,0,560,0.14444,0.14167,0.14446,0,12.61,1.3699,0.14178,0,12.683,0.0027679,19.123,281.29,174.42,20.064,136.85,136.85,527.33,149.24,28.514,0,0,0,0,0,0,1.6784,1.7752,0,0,0,0,0,0
1.52,0,560,0.14444,0.14167,0.14446,0,12.619,1.3492,0.14178,0,12.692,0.028085,19.218,306.41,180.3,54.684,136.85,136.85,523.83,159.77,25.164,0,0,0,0,0,0,2.7709,1.6677,0,0,0,0,0,0
1.525,0,560,0.14444,0.14167,0.14446,0,12.619,1.3492,0.14178,0,12.692,0.028085,19.321,327.42,189.31,58.848,136.85,136.85,505.76,160.99,32.525,0,0,0,0,0,0,2.8744,1.896,0,0,0,0,0,0
1.53,0,560,0.14444,0.14167,0.14446,0,12.612,1.4837,0.14178,0,12.662,0.0095113,24.678,354.39,196.02,58.848,136.85,136.85,530.75,177.45,31.805,0,0,0,0,0,0,2.8744,1.8749,0,0,0,0,0,0
1.535,0,560,0.14444,0.14167,0.14446,0,12.612,1.4837,0.14178,0,12.662,0.0095113,26.932,364.92,203.36,58.848,136.85,136.85,531.63,189.54,17.366,0,0,0,0,0,0,2.8744,1.3854,0,0,0,0,0,0
1.54,0,560,0.14444,0.14167,0.14446,0,12.596,1.4688,0.14178,0,12.662,0.12213,35.698,409.74,213.98,58.848,136.85,136.85,530.91,177.72,27.425,0,0,0,0,0,0,2.8744,1.741,0,0,0,0,0,0
1.545,0,560,0.14444,0.14167,0.14446,0,12.596,1.4688,0.14178,0,12.633,0.12213,33.776,497.43,226.95,58.848,136.85,136.85,518.28,197.83,32.68,0,0,0,0,0,0,2.8744,1.9005,0,0,0,0,0,0
1.55,0,560,0.14444,0.14167,0.14446,0,12.623,1.4347,0.14178,0,12.633,-0.064563,40.018,731.34,256.1,36.766,129.94,129.94,541.4,176.84,26.526,0,0,0,0,0,0,2.3509,1.7122,0,0,0,0,0,0
1.5583,0,560,0.14444,0.14167,0.14446,0,12.623,1.4347,0.14178,0,12.681,-0.064563,55.22,705,269.78,58.848,129.94,129.94,526.33,207.75,29.202,0,0,0,0,0,0,2.9742,1.7965,0,0,0,0,0,0
1.5609,0,560,0.14444,0.14167,0.14446,0,12.623,1.4347,0.14178,0,12.681,-0.064563,51.866,735.46,275.43,58.848,129.94,129.94,527.12,193.08,22.625,0,0,0,0,0,0,2.9742,1.5813,0,0,0,0,0,0
1.5648,0,560,0.14444,0.14167,0.14446,0,12.612,1.5772,0.14178,0,12.681,-0.044466,57.452,782.51,282.42,58.848,129.94,129.94,539.76,181.41,22.12,0,0,0,0,0,0,2.9742,1.5636,0,0,0,0,0,0
1.57,0,560,0.14444,0.14167,0.14446,0,12.607,1.5014,0.14178,0,12.681,-0.044466,67.647,743.45,288.27,1.0847,129.94,129.94,521.46,204.57,26.354,0,0,0,0,0,0,0.40379,1.7066,0,0,0,0,0,0
1.575,0,560,0.14444,0.14167,0.14446,0,12.607,1.5014,0.14178,0,12.681,-0.044466,71.867,756.32,296.64,55.919,129.94,129.94,538.27,206.13,26.28,0,0,0,0,0,0,2.8993,1.7043,0,0,0,0,0,0
1.58,0,560,0.14444,0.14167,0.14446,0,12.58,1.5175,0.14178,0,12.681,-0.044466,78.192,787.05,304.86,50.675,129.94,129.94,529.46,205.71,28.331,0,0,0,0,0,0,2.76,1.7695,0,0,0,0,0,0
1.585,0,560,0.14444,0.14167,0.14446,0,12.58,1.5175,0.14178,0,12.687,-0.10079,81.007,791.39,310.28,37.936,129.94,129.94,533.81,221.97,23.398,0,0,0,0,0,0,2.388,1.6081,0,0,0,0,0,0
1.59,0,560,0.14444,0.14167,0.14446,0,12.601,1.4612,0.14178,0,12.685,-0.10079,84.94,782.87,311.45,46.547,129.94,129.94,527.89,221.63,27.177,0,0,0,0,0,0,2.6452,1.7331,0,0,0,0,0,0
1.595,0,560,0.14444,0.14167,0.14446,0,12.601,1.4612,0.14178,0,12.685,0.095843,89.296,764.78,313.98,40.147,129.94,129.94,526.95,224.45,30.722,0,0,0,0,0,0,2.4566,1.8426,0,0,0,0,0,0
1.6,0,560,0.14444,0.14167,0.14446,0,12.605,1.4154,0.14178,0,12.692,0.095843,95.506,752.54,317.16,40.649,129.94,129.94,543.44,218.46,24.08,0,0,0,0,0,0,2.4719,1.6313,0,0,0,0,0,0
1.605,0,560,0.14444,0.14167,0.14446,0,12.605,1.4154,0.14178,0,12.692,0.095843,103.1,733.23,321.06,36.471,129.94,129.94,550.23,234.74,25.628,0,0,0,0,0,0,2.3414,1.683,0,0,0,0,0,0
1.61,0,560,0.14444,0.14167,0.14446,0,12.598,1.4967,0.14178,0,12.685,0.076364,104.18,722.45,329.24,35.952,129.94,129.94,567.74,226.35,23.344,0,0,0,0,0,0,2.3247,1.6062,0,0,0,0,0,0
1.615,0,560,0.14444,0.14167,0.14446,0,12.598,1.4967,0.14178,0,12.685,0.029565,116.48,712.52,336.2,34.341,134.42,134.42,532.28,256.34,24.539,0,0,0,0,0,0,2.2249,1.6468,0,0,0,0,0,0
1.62,0,560,0.14444,0.14167,0.14446,0,12.619,1.4749,0.14178,0,12.678,0.029565,125.01,697,342.48,32.704,134.42,134.42,551.14,240.9,24.065,0,0,0,0,0,0,2.1712,1.6309,0,0,0,0,0,0
1.625,0,560,0.14444,0.14167,0.14446,0,12.619,1.4749,0.14178,0,12.678,-0.072091,125.42,677.06,342.8,31.724,134.42,134.42,572.21,247.29,24.654,0,0,0,0,0,0,2.1384,1.6507,0,0,0,0,0,0
1.63,0,560,0.14444,0.14167,0.14446,0,12.614,1.4025,0.14178,0,12.685,-0.072091,132.29,664.66,344.62,29.524,134.42,134.42,566.31,245.94,26.597,0,0,0,0,0,0,2.0629,1.7145,0,0,0,0,0,0
1.635,0,560,0.14444,0.14167,0.14446,0,12.614,1.4025,0.14178,0,12.685,-0.072091,136.11,655.28,351.57,26.075,134.42,134.42,542.34,257.91,27.613,0,0,0,0,0,0,1.9387,1.7469,0,0,0,0,0,0
1.64,0,560,0.14444,0.14167,0.14446,0,12.603,1.3887,0.14178,0,12.676,-0.055735,143.96,647.29,358.33,27.642,134.42,134.42,558.99,255.01,21.264,0,0,0,0,0,0,1.9961,1.533,0,0,0,0,0,0
1.645,0,560,0.14444,0.14167,0.14446,0,12.603,1.3887,0.14178,0,12.676,-0.055735,147.08,643.11,367.47,24.88,134.42,134.42,558.67,264.43,22.189,0,0,0,0,0,0,1.8938,1.566,0,0,0,0,0,0
1.65,0,560,0.14444,0.14167,0.14446,0,12.614,1.3312,0.14178,0,12.738,-0.022099,156.34,642.39,377.75,26.351,134.42,134.42,575.71,281.75,20.617,0,0,0,0,0,0,1.9489,1.5095,0,0,0,0,0,0
1.655,0,560,0.14444,0.14167,0.14446,0,12.614,1.3312,0.14178,0,12.738,0.096411,164.99,643.73,388.29,24.916,134.42,134.42,546.07,292.23,23.017,0,0,0,0,0,0,1.8951,1.5949,0,0,0,0,0,0
1.66,0,560,0.14444,0.14167,0.14446,0,12.619,1.3806,0.14178,0,12.706,0.096411,177.29,649.01,401.2,23.611,134.42,134.42,575.44,291.04,20.774,0,0,0,0,0,0,1.8448,1.5152,0,0,0,0,0,0
1.665,0,560,0.14444,0.14167,0.14446,0,12.619,1.3806,0.14178,0,12.706,-0.0075337,192.37,655.24,420.23,23.638,134.42,134.42,575.09,303.21,24.029,0,0,0,0,0,0,1.8459,1.6296,0,0,0,0,0,0
1.67,0,560,0.14444,0.14167,0.14446,0,12.596,1.5403,0.14178,0,12.685,-0.0075337,210.35,665.66,446.97,22.582,134.42,134.42,592.49,310.46,22.086,0,0,0,0,0,0,1.8042,1.5623,0,0,0,0,0,0
1.675,0,560,0.14444,0.14167,0.14446,0,12.596,1.5403,0.14178,0,12.685,-0.0075337,222.31,682.22,474.63,19.509,134.42,134.42,583.5,326.13,20.641,0,0,0,0,0,0,1.6769,1.5104,0,0,0,0,0,0
1.68,0,560,0.14444,0.14167,0.14446,0,12.605,1.5971,0.14178,0,12.71,0.091879,227.4,705.81,495.07,23.294,133.45,133.45,588.98,350.91,19.23,0,0,0,0,0,0,1.8409,1.4578,0,0,0,0,0,0
1.685,0,560,0.14444,0.14167,0.14446,0,12.605,1.5971,0.14178,0,12.71,0.070655,239.25,726.57,514.61,24.371,133.45,133.45,606.62,344.68,17.151,0,0,0,0,0,0,1.883,1.3768,0,0,0,0,0,0
1.69,0,560,0.14444,0.14167,0.14446,0,12.605,1.4831,0.14178,0,12.655,0.070655,246.91,743.87,531.6,22.734,133.45,133.45,588.42,361.06,24.452,0,0,0,0,0,0,1.8186,1.6439,0,0,0,0,0,0
1.695,0,560,0.14444,0.14167,0.14446,0,12.605,1.4831,0.14178,0,12.655,0.10325,239.43,761.68,550.59,19.224,133.45,133.45,580.97,356.88,18.014,0,0,0,0,0,0,1.6724,1.411,0,0,0,0,0,0
1.7,0,560,0.14444,0.14167,0.14446,0,12.612,1.4241,0.14178,0,12.751,0.10325,253.78,778.7,565.06,21.465,133.45,133.45,594.56,371.06,23.324,0,0,0,0,0,0,1.7671,1.6055,0,0,0,0,0,0
1.705,0,560,0.14444,0.14167,0.14446,0,12.612,1.4241,0.14178,0,12.751,0.10325,264,788.61,574.97,22.578,133.45,133.45,590.26,367.79,19.326,0,0,0,0,0,0,1.8124,1.4615,0,0,0,0,0,0
1.71,0,560,0.14444,0.14167,0.14446,0,12.607,1.5056,0.14178,0,12.751,0.021612,257.68,799.55,581.13,21.278,133.45,133.45,591.71,381.34,22.448,0,0,0,0,0,0,1.7594,1.5751,0,0,0,0,0,0
1.715,0,560,0.14444,0.14167,0.14446,0,12.607,1.5056,0.14178,0,12.687,-0.02742,266.87,804.91,588.46,20.149,133.45,133.45,606.24,354.93,20.862,0,0,0,0,0,0,1.7121,1.5185,0,0,0,0,0,0
1.72,0,560,0.14444,0.14167,0.14446,0,12.605,1.5736,0.14178,0,12.697,-0.02742,267.14,804.88,590.03,20.967,133.45,133.45,584.14,361.28,22.286,0,0,0,0,0,0,1.7465,1.5694,0,0,0,0,0,0
1.725,0,560,0.14444,0.14167,0.14446,0,12.605,1.5736,0.14178,0,12.697,0.044353,269.83,804.04,589.66,21.714,133.45,133.45,603.79,356.46,19.839,0,0,0,0,0,0,1.7774,1.4807,0,0,0,0,0,0
1.73,0,560,0.14444,0.14167,0.14446,0,12.61,1.3935,0.14178,0,12.69,0.044353,270.89,797.1,590.72,21.49,133.45,133.45,590.47,393.64,20.071,0,0,0,0,0,0,1.7682,1.4894,0,0,0,0,0,0
1.735,0,560,0.14444,0.14167,0.14446,0,12.61,1.3935,0.14178,0,12.69,0.044353,261.96,789.96,590.09,20.752,133.45,133.45,592.57,352.69,16.254,0,0,0,0,0,0,1.7375,1.3403,0,0,0,0,0,0
1.74,0,560,0.14444,0.14167,0.14446,0,12.612,1.4638,0.14178,0,12.671,-0.10884,266.52,779.59,583.35,20.001,133.45,133.45,582.69,379.37,25.904,0,0,0,0,0,0,1.7058,1.692,0,0,0,0,0,0
1.745,0,560,0.14444,0.14167,0.14446,0,12.612,1.4638,0.14178,0,12.671,-0.10884,266.14,767.36,576.39,16.62,129.9,129.9,587.1,353.75,16.938,0,0,0,0,0,0,1.5809,1.3682,0,0,0,0,0,0
1.75,0,560,0.14444,0.14167,0.14446,0,12.603,1.4852,0.14178,0,12.674,-0.065903,265.88,757.96,567.62,18.16,129.9,129.9,608.37,373.97,17.339,0,0,0,0,0,0,1.6525,1.3843,0,0,0,0,0,0
1.755,0,560,0.14444,0.14167,0.14446,0,12.603,1.4852,0.14178,0,12.674,-0.065903,261.19,740.3,565.72,17.029,129.9,129.9,572.17,367.76,21.525,0,0,0,0,0,0,1.6002,1.5424,0,0,0,0,0,0
1.76,0,560,0.14444,0.14167,0.14446,0,12.587,1.4948,0.14178,0,12.678,-0.046963,262.01,728.61,553.43,16.546,129.9,129.9,596.05,359.19,24.418,0,0,0,0,0,0,1.5773,1.6428,0,0,0,0,0,0
1.765,0,560,0.14444,0.14167,0.14446,0,12.587,1.4948,0.14178,0,12.678,-0.046963,248.03,715.96,543.25,15.151,129.9,129.9,582.04,355.2,13.903,0,0,0,0,0,0,1.5094,1.2396,0,0,0,0,0,0
1.77,0,560,0.14444,0.14167,0.14446,0,12.601,1.3258,0.14178,0,12.683,-0.020835,250.87,705.02,537.22,16.722,129.9,129.9,583.1,358.6,19.22,0,0,0,0,0,0,1.5857,1.4575,0,0,0,0,0,0
1.7749,0,560,0.14444,0.14167,0.14446,0,12.601,1.3258,0.14178,0,12.683,0.061368,251.93,694.15,531.11,14.778,129.9,129.9,581.11,355.68,21.366,0,0,0,0,0,0,1.4907,1.5367,0,0,0,0,0,0
1.78,0,560,0.14444,0.14167,0.14446,0,12.61,1.4569,0.14178,0,12.683,0.061368,246.7,681.39,524.87,15.465,129.9,129.9,581.2,351.65,18.756,0,0,0,0,0,0,1.5249,1.4397,0,0,0,0,0,0
1.785,0,560,0.14444,0.14167,0.14446,0,12.61,1.4569,0.14178,0,12.683,0.061368,246.49,678.3,516.94,14.71,129.9,129.9,579.48,350.86,15.432,0,0,0,0,0,0,1.4873,1.306,0,0,0,0,0,0
1.79,0,560,0.14444,0.14167,0.14446,0,12.594,1.5942,0.14178,0,12.678,0.060162,252.21,674.28,515.62,16.858,129.9,129.9,579.03,358.04,20.202,0,0,0,0,0,0,1.5921,1.4942,0,0,0,0,0,0
1.795,0,560,0.14444,0.14167,0.14446,0,12.594,1.5942,0.14178,0,12.678,0.060162,246.61,677.71,511.13,15.087,129.9,129.9,570.69,360.01,18.93,0,0,0,0,0,0,1.5062,1.4464,0,0,0,0,0,0
1.8,0,560,0.14444,0.14167,0.14446,0,12.596,1.2742,0.14178,0,12.703,-0.17858,245.88,675.41,511.98,17.695,129.9,129.9,591.5,347.48,20.912,0,0,0,0,0,0,1.6312,1.5202,0,0,0,0,0,0
1.805,0,560,0.14444,0.14167,0.14446,0,12.596,1.2742,0.14178,0,12.703,-0.17858,244.72,681.95,511.68,17.542,129.9,129.9,569.27,346.36,18.401,0,0,0,0,0,0,1.6241,1.4261,0,0,0,0,0,0
1.81,0,560,0.14444,0.14167,0.14446,0,12.603,1.3142,0.14178,0,12.703,-0.020629,243.32,683.08,515.46,13.751,127.54,127.54,574.18,345.78,21.997,0,0,0,0,0,0,1.4519,1.5592,0,0,0,0,0,0
1.815,0,560,0.14444,0.14167,0.14446,0,12.603,1.3142,0.14178,0,12.665,-0.020629,245.73,695.99,517,18.129,127.54,127.54,584.63,346.32,22.144,0,0,0,0,0,0,1.667,1.5644,0,0,0,0,0,0
1.82,0,560,0.14444,0.14167,0.14446,0,12.58,1.5831,0.14178,0,12.701,-0.001628,249.68,710.63,524.62,19.33,127.54,127.54,589.61,355.72,19.001,0,0,0,0,0,0,1.7214,1.4491,0,0,0,0,0,0
1.825,0,560,0.14444,0.14167,0.14446,0,12.58,1.5831,0.14178,0,12.701,-0.001628,246.7,723.99,532.89,18.287,127.54,127.54,586.03,358.02,14.83,0,0,0,0,0,0,1.6743,1.2802,0,0,0,0,0,0
1.83,0,560,0.14444,0.14167,0.14446,0,12.596,1.5167,0.14178,0,12.676,-0.063546,250.22,731.99,535.1,19.177,127.54,127.54,584.26,361.72,16.499,0,0,0,0,0,0,1.7146,1.3504,0,0,0,0,0,0
1.835,0,560,0.14444,0.14167,0.14446,0,12.596,1.5167,0.14178,0,12.676,-0.063546,258.66,742.41,541.65,21.406,127.54,127.54,596.24,353.12,21.776,0,0,0,0,0,0,1.8115,1.5513,0,0,0,0,0,0
1.84,0,560,0.14444,0.14167,0.14446,0,12.617,1.4595,0.14178,0,12.713,-0.10677,252.85,755.61,549.99,18.799,127.54,127.54,602.22,368.55,13.583,0,0,0,0,0,0,1.6976,1.2252,0,0,0,0,0,0
1.8449,0,560,0.14444,0.14167,0.14446,0,12.617,1.4595,0.14178,0,12.713,-0.059584,253.28,761.56,560.11,17.58,127.54,127.54,593.05,355.42,16.824,0,0,0,0,0,0,1.6416,1.3636,0,0,0,0,0,0
1.85,0,560,0.14444,0.14167,0.14446,0,12.607,1.353,0.14178,0,12.708,-0.059584,254.31,769.3,566.18,23.06,127.54,127.54,595.15,348.79,14.059,0,0,0,0,0,0,1.8802,1.2465,0,0,0,0,0,0
1.855,0,560,0.14444,0.14167,0.14446,0,12.607,1.353,0.14178,0,12.708,-0.059584,272.08,782.15,564.8,20.906,127.54,127.54,620.16,366.04,15.209,0,0,0,0,0,0,1.7902,1.2965,0,0,0,0,0,0
1.86,0,560,0.14444,0.14167,0.14446,0,12.601,1.5463,0.14178,0,12.683,-0.1208,265.52,781.96,570.07,19.584,127.54,127.54,584.25,383.5,17.125,0,0,0,0,0,0,1.7326,1.3757,0,0,0,0,0,0
1.865,0,560,0.14444,0.14167,0.14446,0,12.601,1.5463,0.14178,0,12.683,-0.1208,255.19,784.49,575.45,20.987,127.54,127.54,586.91,375.8,22.476,0,0,0,0,0,0,1.7936,1.5761,0,0,0,0,0,0
1.87,0,560,0.14444,0.14167,0.14446,0,12.619,1.5842,0.14178,0,12.697,0.0018968,266.63,784.68,569.66,19.633,127.54,127.54,592.99,366.64,22.142,0,0,0,0,0,0,1.7348,1.5643,0,0,0,0,0,0
1.875,0,560,0.14444,0.14167,0.14446,0,12.619,1.5842,0.14178,0,12.697,0.0018968,265.69,771,575.21,22.531,126.25,126.25,591.19,369.07,17.986,0,0,0,0,0,0,1.8681,1.4099,0,0,0,0,0,0
1.88,0,560,0.14444,0.14167,0.14446,0,12.617,1.5971,0.14178,0,12.697,-0.16595,265.66,776.74,570.47,20.275,126.25,126.25,598.35,366.75,18.396,0,0,0,0,0,0,1.7721,1.4259,0,0,0,0,0,0
1.885,0,560,0.14444,0.14167,0.14446,0,12.617,1.5971,0.14178,0,12.692,-0.16595,258.9,766.94,567.65,20.014,126.25,126.25,592.76,373.56,21.978,0,0,0,0,0,0,1.7607,1.5585,0,0,0,0,0,0
1.89,0,560,0.14444,0.14167,0.14446,0,12.603,1.5199,0.14178,0,12.683,-0.045115,262.35,760.15,565.49,20.321,126.25,126.25,587.52,381.75,20.357,0,0,0,0,0,0,1.7741,1.5,0,0,0,0,0,0
1.895,0,560,0.14444,0.14167,0.14446,0,12.603,1.5199,0.14178,0,12.683,-0.045115,265.18,754.85,559.52,18.32,126.25,126.25,587.9,367.05,22.704,0,0,0,0,0,0,1.6845,1.5841,0,0,0,0,0,0
1.9,0,560,0.14444,0.14167,0.14446,0,12.607,1.4069,0.14178,0,12.683,-0.047931,258.57,734.21,555.8,19.597,126.25,126.25,595,357.33,20.313,0,0,0,0,0,0,1.7422,1.4983,0,0,0,0,0,0
1.905,0,560,0.14444,0.14167,0.14446,0,12.607,1.4069,0.14178,0,12.683,-0.047931,258.53,729.11,545.4,17.625,126.25,126.25,598.53,356.56,20.737,0,0,0,0,0,0,1.6523,1.5139,0,0,0,0,0,0
1.91,0,560,0.14444,0.14167,0.14446,0,12.603,1.4543,0.14178,0,12.683,-0.036481,257.5,712.54,536.5,17.869,126.25,126.25,586.63,351.96,18.399,0,0,0,0,0,0,1.6637,1.426,0,0,0,0,0,0
1.915,0,560,0.14444,0.14167,0.14446,0,12.603,1.4543,0.14178,0,12.706,-0.036481,251.54,705.46,528.66,18.313,126.25,126.25,578.96,363.05,18.133,0,0,0,0,0,0,1.6842,1.4156,0,0,0,0,0,0
1.92,0,560,0.14444,0.14167,0.14446,0,12.61,1.5229,0.14178,0,12.678,-0.10815,256.05,698.83,524.18,17.605,126.25,126.25,577.77,357.83,18.366,0,0,0,0,0,0,1.6513,1.4247,0,0,0,0,0,0
1.925,0,560,0.14444,0.14167,0.14446,0,12.61,1.5229,0.14178,0,12.678,-0.10815,249.9,695.56,519.31,18.232,126.25,126.25,568.39,339.61,23.826,0,0,0,0,0,0,1.6805,1.6227,0,0,0,0,0,0
1.93,0,560,0.14444,0.14167,0.14446,0,12.61,1.3563,0.14178,0,12.697,-0.032069,250.33,689.85,512.8,18.426,126.25,126.25,594.53,353.73,20.789,0,0,0,0,0,0,1.6894,1.5158,0,0,0,0,0,0
1.935,0,560,0.14444,0.14167,0.14446,0,12.61,1.3563,0.14178,0,12.697,-0.032069,245.34,691.79,512.16,16.96,126.25,126.25,584.08,362.34,20.648,0,0,0,0,0,0,1.6208,1.5106,0,0,0,0,0,0
1.94,0,560,0.14444,0.14167,0.14446,0,12.614,1.5207,0.14178,0,12.706,-0.045134,250.77,693.2,514.82,18.248,125.01,125.01,591.66,354.15,17.098,0,0,0,0,0,0,1.6895,1.3747,0,0,0,0,0,0
1.945,0,560,0.14444,0.14167,0.14446,0,12.614,1.5207,0.14178,0,12.706,-0.045134,243.6,689.75,511.2,16.173,125.01,125.01,567.21,370.25,24.904,0,0,0,0,0,0,1.5906,1.659,0,0,0,0,0,0
1.95,0,560,0.14444,0.14167,0.14446,0,12.601,1.3994,0.14178,0,12.697,0.0076542,249.37,694.5,512.87,19.743,125.01,125.01,593.31,353.84,29.621,0,0,0,0,0,0,1.7574,1.8093,0,0,0,0,0,0
1.955,0,560,0.14444,0.14167,0.14446,0,12.601,1.3994,0.14178,0,12.697,0.0076542,251.93,703.61,517.46,18.582,125.01,125.01,582.94,364.33,19.493,0,0,0,0,0,0,1.705,1.4678,0,0,0,0,0,0
1.96,0,560,0.14444,0.14167,0.14446,0,12.601,1.4304,0.14178,0,12.692,-0.096272,247.04,711.36,518.71,19.188,125.01,125.01,580.71,344.44,17.452,0,0,0,0,0,0,1.7325,1.3888,0,0,0,0,0,0
1.965,0,560,0.14444,0.14167,0.14446,0,12.601,1.4304,0.14178,0,12.692,-0.096272,253.22,714.98,524.54,20.571,125.01,125.01,593.88,370.23,24.925,0,0,0,0,0,0,1.7939,1.6597,0,0,0,0,0,0
1.97,0,560,0.14444,0.14167,0.14446,0,12.614,1.2052,0.14178,0,12.678,0.010053,251.06,724.17,530.5,18.32,125.01,125.01,583.59,343.13,17.788,0,0,0,0,0,0,1.6929,1.4021,0,0,0,0,0,0
1.975,0,560,0.14444,0.14167,0.14446,0,12.614,1.2052,0.14178,0,12.678,0.010053,253.79,731.2,536.99,21.184,125.01,125.01,589.08,359.83,21.251,0,0,0,0,0,0,1.8204,1.5325,0,0,0,0,0,0
1.98,0,560,0.14444,0.14167,0.14446,0,12.614,1.4667,0.14178,0,12.678,-0.025852,256.94,742.91,541.31,20.726,125.01,125.01,602.5,355.65,14.196,0,0,0,0,0,0,1.8006,1.2526,0,0,0,0,0,0
